Year,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,FG%,3P%,2P%,eFG%,FT%,PF,Target
1990.0,Kevin McHale,PF,32.0,BOS,82.0,2722.0,21.8,0.623,0.058,0.373,8.6,18.4,9.5,0.5,3.3,11.7,24.1,7.8,3.3,11.1,0.195,3.3,0.4,0.549,0.333,0.562,0.558,0.893,250.0,7.9
1990.0,Larry Nance,PF,30.0,CLE,62.0,2065.0,19.1,0.554,0.001,0.296,8.7,19.4,12.8,1.3,3.5,10.8,21.4,3.5,3.0,6.5,0.152,0.6,2.2,0.511,1.0,0.51,0.511,0.778,185.0,9.8
1990.0,Robert Parish,C,36.0,BOS,79.0,2396.0,19.2,0.616,0.0,0.358,12.6,23.5,6.2,0.8,1.7,14.4,20.7,4.8,3.0,7.8,0.157,1.4,-0.1,0.58,,0.58,0.58,0.747,189.0,10.0
1990.0,Jim Paxson,PG,32.0,BOS,72.0,1283.0,9.7,0.498,0.047,0.213,2.2,4.3,14.1,1.3,0.2,10.5,16.9,0.7,0.7,1.4,0.052,-2.0,-1.9,0.453,0.25,0.463,0.459,0.811,115.0,
1990.0,Ricky Pierce,SG,30.0,MIL,59.0,1709.0,21.9,0.592,0.135,0.371,4.2,7.0,13.9,1.4,0.3,10.1,31.3,4.8,1.0,5.8,0.163,4.1,-3.5,0.51,0.346,0.535,0.533,0.839,158.0,7.9
1990.0,Paul Pressey,SG,31.0,MIL,57.0,1400.0,15.9,0.533,0.085,0.375,4.8,9.4,25.6,2.5,1.0,15.6,20.9,1.6,1.4,3.0,0.102,0.4,0.0,0.472,0.14,0.503,0.478,0.758,149.0,3.2
1990.0,Kurt Rambis,PF,31.0,TOT,74.0,1904.0,12.1,0.539,0.008,0.34,9.4,20.6,9.1,2.5,1.1,19.5,11.7,1.0,3.1,4.1,0.103,-0.9,3.5,0.509,0.0,0.514,0.509,0.646,208.0,
1990.0,Robert Reid,SF,34.0,TOT,72.0,1202.0,8.0,0.427,0.072,0.192,3.0,11.7,10.9,1.5,0.8,8.5,18.7,-1.1,0.8,-0.3,-0.011,-4.2,-0.4,0.391,0.313,0.398,0.403,0.628,153.0,
1990.0,Danny Schayes,C,30.0,DEN,53.0,1194.0,16.5,0.617,0.012,0.8,9.7,21.0,6.4,1.6,2.2,13.9,17.0,2.8,1.7,4.5,0.183,0.0,1.3,0.494,0.0,0.5,0.494,0.852,200.0,6.8
1990.0,Purvis Short,SF,32.0,NJN,82.0,2213.0,13.4,0.508,0.037,0.249,4.6,7.5,10.8,1.4,0.5,10.1,21.3,2.0,1.3,3.3,0.071,-0.7,-1.4,0.455,0.286,0.461,0.46,0.835,202.0,
1990.0,Jack Sikma,C,34.0,MIL,71.0,2250.0,14.7,0.524,0.241,0.314,5.5,19.8,14.6,1.7,1.3,12.9,20.1,2.3,2.7,5.0,0.107,0.1,0.9,0.416,0.342,0.439,0.457,0.885,244.0,3.5
1990.0,Larry Smith,PF,32.0,HOU,74.0,1300.0,9.8,0.468,0.009,0.258,14.9,21.7,6.6,2.0,1.3,22.8,9.6,0.1,2.5,2.6,0.095,-2.7,3.0,0.474,0.0,0.479,0.474,0.364,203.0,4.4
1990.0,Rory Sparrow,PG,31.0,MIA,82.0,1756.0,8.8,0.448,0.078,0.151,2.2,6.6,23.0,1.3,0.1,15.4,14.7,-0.2,0.9,0.7,0.019,-3.5,-1.6,0.412,0.2,0.43,0.42,0.766,140.0,2.8
1990.0,Reggie Theus,SG,32.0,ORL,76.0,2350.0,15.9,0.524,0.089,0.376,3.3,6.8,26.5,1.2,0.3,14.1,26.6,2.7,-0.1,2.5,0.052,1.6,-2.9,0.439,0.248,0.458,0.45,0.853,194.0,4.7
1990.0,Mychal Thompson,C,35.0,LAL,70.0,1883.0,13.4,0.542,0.0,0.363,10.9,17.9,3.2,0.9,2.3,10.8,16.6,2.4,2.3,4.7,0.119,-1.1,-0.1,0.5,,0.5,0.5,0.706,207.0,2.1
1990.0,Kelly Tripucka,SF,30.0,CHH,79.0,2404.0,13.6,0.521,0.101,0.341,3.7,12.0,14.5,1.5,0.4,12.9,24.1,0.6,1.5,2.1,0.042,-0.6,-0.6,0.43,0.365,0.437,0.448,0.883,220.0,2.0
1990.0,Trent Tucker,SG,30.0,NYK,81.0,1725.0,12.0,0.518,0.404,0.142,3.8,7.3,13.9,2.1,0.3,10.2,17.3,1.9,1.4,3.3,0.091,0.7,-1.1,0.417,0.388,0.438,0.496,0.767,159.0,1.9
1990.0,Mitchell Wiggins,SG,30.0,HOU,66.0,1852.0,16.3,0.535,0.004,0.278,7.7,8.6,8.6,2.2,0.0,8.3,22.9,2.9,2.5,5.4,0.139,0.6,-0.5,0.488,0.0,0.489,0.488,0.81,165.0,
1990.0,Dominique Wilkins,SF,30.0,ATL,80.0,2888.0,24.6,0.556,0.109,0.34,8.4,12.4,11.8,2.2,1.0,8.3,30.4,9.3,1.8,11.1,0.184,5.3,-1.6,0.484,0.322,0.504,0.502,0.807,141.0,11.4
1990.0,Herb Williams,C,31.0,DAL,81.0,2199.0,10.4,0.476,0.014,0.239,4.0,16.0,7.9,1.2,3.0,12.6,16.8,-0.6,2.8,2.2,0.048,-3.5,1.9,0.444,0.222,0.447,0.445,0.679,243.0,1.7
1990.0,Orlando Woolridge,SF,30.0,LAL,62.0,1421.0,17.6,0.601,0.009,0.436,4.1,10.6,10.4,1.4,1.9,10.0,21.9,3.3,1.5,4.8,0.161,1.2,-0.5,0.556,0.0,0.561,0.556,0.733,160.0,3.9
1991.0,Mark Aguirre,SF,31.0,DET,78.0,2006.0,16.7,0.526,0.086,0.349,7.6,13.7,11.6,1.2,0.6,10.9,25.7,2.8,2.7,5.5,0.132,0.9,-0.3,0.462,0.308,0.477,0.475,0.757,209.0,2.2
1991.0,Danny Ainge,SG,31.0,POR,80.0,1710.0,17.0,0.574,0.352,0.193,2.9,10.2,23.8,1.8,0.5,11.4,20.8,4.1,2.1,6.2,0.175,3.4,-0.6,0.472,0.406,0.508,0.543,0.826,195.0,5.2
1991.0,Ron Anderson,SF,32.0,PHI,82.0,2340.0,15.5,0.524,0.041,0.188,5.0,12.4,8.2,1.4,0.3,8.1,23.2,2.3,1.8,4.1,0.085,-0.5,-1.8,0.485,0.209,0.497,0.49,0.833,163.0,3.5
1991.0,Larry Bird,SF,34.0,BOS,60.0,2277.0,19.7,0.53,0.195,0.18,2.8,20.4,25.9,2.3,1.5,14.6,23.7,3.0,3.6,6.6,0.14,2.4,2.3,0.454,0.389,0.47,0.492,0.891,118.0,5.5
1991.0,Rolando Blackman,SG,31.0,DAL,80.0,2965.0,16.6,0.545,0.087,0.248,2.4,7.4,16.8,1.2,0.4,9.8,24.2,4.4,1.0,5.5,0.089,1.5,-2.1,0.482,0.351,0.494,0.497,0.865,153.0,3.8
1991.0,Randy Breuer,C,30.0,MIN,73.0,1505.0,11.4,0.457,0.0,0.182,8.3,19.1,7.0,1.2,3.4,12.8,15.4,-0.3,1.3,1.0,0.031,-3.9,0.7,0.453,,0.453,0.453,0.443,132.0,1.7
1991.0,Frank Brickowski,PF,31.0,MIL,75.0,1912.0,16.4,0.578,0.003,0.351,7.9,18.9,10.6,2.2,1.4,16.4,21.9,2.2,2.6,4.7,0.119,-0.2,0.9,0.527,0.0,0.528,0.527,0.798,255.0,3.4
1991.0,Bill Cartwright,C,33.0,CHI,79.0,2273.0,11.5,0.522,0.0,0.274,8.8,16.3,7.1,0.7,0.4,13.4,15.8,1.9,2.3,4.2,0.089,-1.2,-0.3,0.49,,0.49,0.49,0.697,167.0,2.5
1991.0,Tom Chambers,PF,31.0,PHO,76.0,2475.0,16.2,0.513,0.057,0.361,4.8,16.2,11.5,1.2,1.2,10.7,27.2,2.4,3.0,5.4,0.105,-0.6,-0.5,0.437,0.274,0.447,0.445,0.826,235.0,4.4
1991.0,Maurice Cheeks,PG,34.0,NYK,76.0,2147.0,14.2,0.548,0.041,0.267,1.2,7.9,28.3,3.0,0.3,16.7,13.2,2.8,2.4,5.2,0.117,-0.3,0.3,0.499,0.25,0.51,0.504,0.814,138.0,2.1
1991.0,Lester Conner,PG,31.0,TOT,74.0,1008.0,13.3,0.523,0.024,0.454,2.3,10.4,21.9,4.2,0.1,18.9,12.6,0.7,1.4,2.1,0.102,-2.0,1.3,0.464,0.0,0.475,0.464,0.723,75.0,2.7
1991.0,Brad Davis,PG,35.0,DAL,80.0,1426.0,10.3,0.507,0.228,0.316,1.0,8.4,22.8,1.6,0.7,15.3,15.6,0.8,0.8,1.6,0.054,-1.9,-1.7,0.426,0.259,0.476,0.456,0.771,212.0,
1991.0,Walter Davis,SG,36.0,TOT,71.0,1483.0,15.5,0.506,0.042,0.136,4.5,7.9,12.2,2.3,0.1,8.8,24.6,1.3,0.6,2.0,0.064,-0.1,-2.1,0.468,0.306,0.475,0.474,0.915,150.0,
1991.0,James Donaldson,C,33.0,DAL,82.0,2800.0,12.3,0.572,0.0,0.372,8.2,21.4,3.5,0.6,2.1,16.9,13.6,1.8,2.5,4.3,0.074,-2.4,0.6,0.532,,0.532,0.532,0.721,181.0,1.4
1991.0,Mark Eaton,C,34.0,UTA,80.0,2580.0,9.5,0.599,0.0,0.384,8.9,20.8,2.6,0.8,4.5,22.5,7.6,1.2,4.3,5.5,0.103,-2.4,4.2,0.579,,0.579,0.579,0.634,298.0,3.8
1991.0,James Edwards,C,35.0,DET,72.0,1903.0,12.7,0.533,0.003,0.372,5.4,11.2,5.6,0.3,1.0,12.0,24.2,1.5,2.0,3.5,0.088,-1.8,-1.4,0.484,0.5,0.484,0.484,0.729,249.0,2.8
1991.0,Dale Ellis,SG,30.0,TOT,51.0,1424.0,17.0,0.542,0.219,0.231,5.4,9.1,10.6,1.7,0.4,9.3,26.0,2.2,1.0,3.2,0.109,2.1,-2.5,0.474,0.363,0.504,0.513,0.723,112.0,4.8
1991.0,Alex English,SF,37.0,DAL,79.0,1748.0,12.2,0.48,0.001,0.191,7.0,9.5,9.5,1.2,0.9,11.3,22.7,-0.2,0.8,0.6,0.017,-2.6,-1.7,0.439,0.0,0.439,0.439,0.85,141.0,
1991.0,Sleepy Floyd,PG,30.0,HOU,82.0,1850.0,16.1,0.48,0.187,0.262,3.0,6.1,26.4,2.5,0.5,11.8,26.4,1.3,2.3,3.7,0.096,0.3,-1.0,0.411,0.273,0.443,0.437,0.752,122.0,0.9
1991.0,Mike Gminski,C,31.0,TOT,80.0,2196.0,14.0,0.481,0.017,0.196,9.6,20.8,6.4,0.9,1.5,8.8,18.8,0.9,2.0,2.9,0.063,-2.2,-0.4,0.442,0.143,0.447,0.443,0.81,99.0,
1991.0,Rickey Green,PG,36.0,PHI,79.0,2248.0,13.1,0.506,0.05,0.195,1.7,5.1,27.4,1.3,0.2,12.1,17.3,2.3,1.0,3.3,0.07,-0.7,-2.6,0.463,0.222,0.475,0.468,0.83,130.0,
1991.0,Sidney Green,PF,30.0,SAS,66.0,1099.0,11.6,0.515,0.008,0.273,10.4,20.5,6.8,1.4,0.7,17.1,19.7,0.1,1.9,1.9,0.085,-3.0,0.0,0.461,0.0,0.465,0.461,0.848,172.0,1.9
1991.0,Dave Greenwood,PF,33.0,SAS,63.0,1018.0,7.8,0.568,0.012,0.556,7.0,16.5,6.6,1.4,1.5,25.2,11.5,0.0,1.6,1.7,0.079,-3.3,1.9,0.503,0.0,0.509,0.503,0.734,172.0,
1991.0,Darrell Griffith,SG,32.0,UTA,75.0,1005.0,8.6,0.463,0.31,0.101,2.1,8.0,5.8,2.1,0.4,9.4,22.6,-1.1,1.2,0.0,0.002,-3.3,-1.6,0.391,0.348,0.41,0.445,0.756,100.0,
1991.0,Rod Higgins,SF,31.0,GSW,82.0,2024.0,13.4,0.589,0.394,0.404,5.9,13.3,7.2,1.2,1.1,9.0,14.3,4.2,1.2,5.3,0.127,1.7,-0.7,0.463,0.332,0.549,0.529,0.819,198.0,
1991.0,Eddie Johnson,SG,31.0,TOT,81.0,2085.0,17.8,0.548,0.107,0.229,6.0,9.3,8.5,1.4,0.3,9.0,27.2,4.3,1.2,5.5,0.127,1.8,-3.1,0.484,0.325,0.503,0.501,0.891,181.0,5.6
1991.0,Magic Johnson,PG,31.0,LAL,79.0,2933.0,25.1,0.623,0.256,0.587,4.3,16.9,49.3,1.8,0.3,20.4,22.9,11.2,4.2,15.4,0.251,7.1,1.2,0.477,0.32,0.532,0.518,0.906,150.0,
1991.0,Vinnie Johnson,SG,34.0,DET,82.0,2390.0,12.8,0.466,0.036,0.223,5.2,8.2,17.8,1.6,0.4,10.3,21.0,1.0,2.8,3.8,0.077,-0.6,0.6,0.434,0.324,0.438,0.44,0.646,166.0,1.2
1991.0,Charles Jones,C,33.0,WSB,62.0,1499.0,9.4,0.558,0.0,0.403,8.6,17.6,4.0,1.7,4.9,24.0,5.3,0.6,2.3,2.9,0.092,-3.3,4.5,0.54,,0.54,0.54,0.58,199.0,1.8
1991.0,Bernard King,SF,34.0,WSB,64.0,2401.0,19.1,0.527,0.024,0.321,5.2,9.4,21.8,1.1,0.4,12.9,34.4,1.9,1.6,3.5,0.07,2.4,-2.2,0.472,0.216,0.478,0.475,0.79,187.0,
1991.0,Bill Laimbeer,C,33.0,DET,82.0,2668.0,14.2,0.536,0.161,0.189,7.4,24.2,8.8,0.7,1.3,10.4,15.5,3.6,4.4,8.0,0.144,-0.1,2.2,0.478,0.296,0.513,0.502,0.837,242.0,4.9
1991.0,Cliff Levingston,PF,30.0,CHI,78.0,1013.0,11.5,0.488,0.014,0.323,11.7,14.4,7.0,1.4,2.7,13.4,15.7,0.7,1.4,2.0,0.095,-1.9,0.7,0.45,0.25,0.453,0.452,0.648,143.0,2.9
1991.0,Alton Lister,C,32.0,GSW,77.0,1552.0,10.7,0.509,0.003,0.514,8.6,25.7,7.7,0.6,3.4,18.0,15.1,0.2,1.7,1.9,0.058,-3.5,1.1,0.478,0.0,0.48,0.478,0.569,282.0,
1991.0,Rick Mahorn,C,32.0,PHI,80.0,2439.0,11.8,0.535,0.016,0.429,7.1,21.2,6.8,1.6,1.4,16.0,14.2,1.3,3.1,4.4,0.086,-2.1,1.6,0.467,0.0,0.475,0.467,0.788,276.0,
1991.0,Moses Malone,C,35.0,ATL,82.0,1912.0,18.2,0.57,0.012,0.622,15.0,23.4,5.1,0.8,2.3,15.2,19.4,3.8,1.8,5.6,0.14,-0.1,-0.8,0.468,0.0,0.474,0.468,0.831,134.0,7.8
1991.0,Kevin McHale,PF,33.0,BOS,68.0,2067.0,21.2,0.606,0.041,0.302,8.4,16.5,8.8,0.6,4.0,11.9,23.9,5.3,2.6,7.9,0.182,2.2,0.3,0.553,0.405,0.559,0.561,0.829,194.0,4.0
1991.0,Sidney Moncrief,SG,33.0,ATL,72.0,1096.0,11.2,0.589,0.267,0.438,3.0,10.0,12.8,2.2,0.5,18.7,13.3,1.1,0.8,1.8,0.079,-0.6,-0.2,0.488,0.328,0.545,0.531,0.781,112.0,
1991.0,Larry Nance,PF,31.0,CLE,80.0,2927.0,20.6,0.567,0.007,0.273,8.0,19.2,13.4,1.1,4.1,8.8,22.2,6.1,3.6,9.8,0.16,2.0,1.9,0.524,0.25,0.526,0.525,0.803,219.0,12.2
1991.0,Robert Parish,C,37.0,BOS,81.0,2441.0,20.6,0.637,0.001,0.381,13.4,24.4,3.7,1.3,2.4,13.9,19.0,6.1,3.9,10.0,0.198,1.8,-0.1,0.598,0.0,0.599,0.598,0.767,197.0,7.4
1991.0,John Paxson,PG,30.0,CHI,82.0,1971.0,14.0,0.596,0.166,0.071,0.9,4.5,19.9,1.6,0.1,10.4,14.4,4.2,1.5,5.7,0.14,1.1,-2.2,0.548,0.438,0.571,0.585,0.829,136.0,4.7
1991.0,Ricky Pierce,SG,31.0,TOT,78.0,2167.0,21.0,0.586,0.1,0.407,3.6,6.9,13.0,1.4,0.4,9.7,29.7,6.7,1.2,7.9,0.174,3.2,-3.4,0.485,0.397,0.495,0.505,0.913,170.0,7.8
1991.0,Paul Pressey,SG,32.0,SAS,70.0,1683.0,11.4,0.545,0.134,0.312,3.5,7.9,21.8,1.8,1.1,21.2,15.2,1.0,2.2,3.2,0.09,-1.1,0.5,0.472,0.281,0.501,0.491,0.827,174.0,
1991.0,Fred Roberts,PF,30.0,MIL,82.0,2114.0,13.4,0.583,0.037,0.312,5.9,10.0,9.5,1.5,0.9,15.1,18.2,2.5,1.7,4.2,0.096,-0.2,-0.3,0.533,0.16,0.547,0.536,0.813,190.0,2.2
1991.0,Mike Sanders,SF,30.0,IND,80.0,1357.0,8.4,0.446,0.04,0.115,6.4,9.1,10.9,1.3,1.1,11.1,18.1,-0.4,0.5,0.1,0.003,-3.0,-1.7,0.417,0.2,0.426,0.421,0.825,198.0,
1991.0,Danny Schayes,C,31.0,MIL,82.0,2228.0,14.8,0.587,0.008,0.549,9.1,19.7,6.2,1.2,1.8,12.5,16.3,4.3,2.6,6.8,0.147,-0.2,0.5,0.499,0.0,0.503,0.499,0.835,264.0,
1991.0,Jack Sikma,C,35.0,MIL,77.0,1940.0,13.7,0.516,0.195,0.285,6.5,20.8,10.7,1.7,2.1,14.3,20.1,1.0,2.6,3.5,0.088,-1.3,1.0,0.427,0.341,0.448,0.46,0.843,218.0,
1991.0,Larry Smith,PF,33.0,HOU,81.0,1923.0,10.3,0.47,0.0,0.19,16.8,22.4,5.8,2.1,0.7,24.6,8.1,0.7,3.6,4.4,0.109,-1.8,3.5,0.487,,0.487,0.487,0.24,265.0,
1991.0,Rory Sparrow,PG,32.0,SAC,80.0,2375.0,12.4,0.524,0.103,0.11,2.1,6.9,24.3,1.8,0.4,13.7,16.9,1.5,1.3,2.8,0.057,-0.8,-1.4,0.491,0.397,0.501,0.511,0.699,189.0,
1991.0,Terry Teagle,SG,30.0,LAL,82.0,1498.0,12.8,0.488,0.012,0.234,6.6,7.3,8.8,1.1,0.3,9.0,26.7,0.7,1.3,2.1,0.066,-2.2,-2.5,0.443,0.0,0.448,0.443,0.819,165.0,1.3
1991.0,Reggie Theus,SG,33.0,NJN,81.0,2955.0,14.2,0.54,0.115,0.275,2.4,5.9,20.1,1.4,0.7,15.3,22.4,2.9,1.8,4.7,0.076,0.5,-1.6,0.468,0.361,0.481,0.488,0.851,231.0,
1991.0,Mychal Thompson,C,36.0,LAL,72.0,1077.0,9.6,0.54,0.009,0.386,8.3,15.9,2.6,1.1,1.3,15.0,12.7,0.6,1.4,2.1,0.091,-3.0,0.4,0.496,0.0,0.5,0.496,0.705,112.0,
1991.0,Kelly Tripucka,SF,31.0,CHH,77.0,1289.0,13.5,0.557,0.109,0.405,4.0,11.9,18.0,1.3,0.6,15.9,19.1,1.4,0.7,2.0,0.076,-0.6,-1.0,0.454,0.333,0.469,0.472,0.91,130.0,
1991.0,Trent Tucker,SG,31.0,NYK,65.0,1194.0,11.7,0.519,0.353,0.062,3.3,6.8,13.9,1.9,0.5,9.4,18.0,1.0,1.0,1.9,0.078,0.3,-1.2,0.44,0.418,0.452,0.514,0.63,120.0,
1991.0,Darnell Valentine,PG,31.0,CLE,65.0,1841.0,13.5,0.533,0.05,0.347,2.3,8.5,27.4,2.7,0.4,18.1,16.5,1.5,1.7,3.1,0.082,-0.8,-0.2,0.464,0.24,0.476,0.47,0.831,170.0,
1991.0,Kiki Vandeweghe,SF,32.0,NYK,75.0,2420.0,14.4,0.582,0.152,0.311,3.8,4.7,7.1,0.9,0.2,9.3,20.9,4.5,1.1,5.7,0.112,1.3,-2.2,0.494,0.362,0.518,0.522,0.899,122.0,
1991.0,Mark West,C,30.0,PHO,82.0,1957.0,14.6,0.665,0.0,0.539,10.1,20.9,2.4,0.8,4.7,15.4,11.6,3.4,3.1,6.5,0.16,-0.3,2.2,0.647,,0.647,0.647,0.655,266.0,3.9
1991.0,Dominique Wilkins,SF,31.0,ATL,81.0,3078.0,23.5,0.555,0.152,0.35,9.0,17.3,14.4,1.9,1.3,9.6,28.1,8.6,2.8,11.4,0.177,4.8,-0.1,0.47,0.341,0.492,0.495,0.829,156.0,5.1
1991.0,Buck Williams,PF,30.0,POR,80.0,2582.0,14.3,0.639,0.0,0.518,9.8,22.2,4.9,0.9,1.1,15.8,13.7,4.6,3.9,8.5,0.158,0.3,1.4,0.602,,0.602,0.602,0.705,247.0,9.2
1991.0,Herb Williams,C,32.0,DAL,60.0,1832.0,13.1,0.524,0.006,0.198,5.4,16.9,8.1,0.8,3.0,13.7,19.9,0.1,1.6,1.7,0.045,-2.5,0.5,0.507,0.0,0.51,0.507,0.638,197.0,0.8
1991.0,Orlando Woolridge,SF,31.0,DEN,53.0,1823.0,19.5,0.565,0.004,0.447,6.7,12.6,9.1,1.6,0.7,11.4,25.7,3.7,0.2,3.9,0.102,1.7,-2.2,0.498,0.0,0.501,0.498,0.797,145.0,4.4
1992.0,Mark Aguirre,SF,32.0,DET,75.0,1582.0,13.7,0.479,0.09,0.292,4.8,12.0,13.4,1.7,0.4,10.6,27.6,0.1,2.0,2.2,0.066,-1.6,-1.0,0.431,0.211,0.453,0.44,0.687,171.0,1.8
1992.0,Danny Ainge,SG,32.0,POR,81.0,1595.0,15.4,0.534,0.34,0.194,2.7,7.4,18.4,2.2,0.5,8.7,20.5,3.1,2.0,5.2,0.155,1.9,-0.9,0.442,0.339,0.496,0.5,0.824,148.0,6.2
1992.0,Ron Anderson,SF,33.0,PHI,82.0,2432.0,14.1,0.52,0.126,0.162,4.6,8.5,9.0,1.8,0.3,9.2,21.5,2.2,1.3,3.5,0.07,-0.1,-1.7,0.465,0.331,0.485,0.486,0.877,128.0,0.5
1992.0,John Bagley,PG,31.0,BOS,73.0,1742.0,12.7,0.478,0.083,0.188,2.5,7.4,35.9,1.6,0.1,21.3,17.2,0.6,1.4,1.9,0.053,-1.3,-1.7,0.441,0.238,0.459,0.451,0.716,123.0,
1992.0,Thurl Bailey,PF,30.0,TOT,84.0,2104.0,14.5,0.498,0.002,0.323,6.3,19.5,5.5,0.8,3.3,10.2,21.5,0.8,1.8,2.6,0.059,-3.0,-0.8,0.44,0.0,0.441,0.44,0.796,160.0,1.2
1992.0,Larry Bird,SF,35.0,BOS,45.0,1662.0,21.0,0.547,0.169,0.214,3.2,24.6,26.9,1.3,1.2,13.1,24.7,3.0,2.5,5.5,0.159,3.3,2.2,0.466,0.406,0.478,0.5,0.926,82.0,
1992.0,Rolando Blackman,SG,32.0,DAL,75.0,2527.0,15.6,0.538,0.146,0.229,3.2,7.0,14.0,1.0,0.5,10.7,24.4,3.1,0.7,3.8,0.072,1.2,-2.2,0.461,0.385,0.474,0.489,0.898,134.0,2.9
1992.0,Sam Bowie,C,30.0,NJN,71.0,2179.0,16.4,0.496,0.026,0.296,9.5,18.9,12.5,0.9,3.3,12.3,22.5,2.2,2.4,4.6,0.101,-0.7,0.7,0.445,0.32,0.448,0.449,0.757,212.0,4.3
1992.0,Randy Breuer,C,31.0,MIN,67.0,1176.0,14.3,0.48,0.003,0.224,8.9,17.7,10.6,1.2,5.0,9.8,15.1,0.7,1.0,1.7,0.07,-2.1,1.9,0.468,0.0,0.469,0.468,0.532,117.0,
1992.0,Frank Brickowski,SF,32.0,MIL,65.0,1556.0,15.5,0.564,0.01,0.279,6.9,18.9,12.3,1.9,0.9,14.6,20.7,2.0,1.4,3.4,0.105,-0.1,0.0,0.524,0.5,0.524,0.527,0.767,223.0,3.7
1992.0,Michael Cage,PF,30.0,SEA,82.0,2461.0,15.0,0.583,0.009,0.315,12.2,22.1,5.1,2.0,1.4,11.2,11.9,4.4,3.2,7.6,0.148,1.0,1.6,0.566,0.0,0.572,0.566,0.62,237.0,6.2
1992.0,Antoine Carr,PF,30.0,SAS,81.0,1867.0,13.5,0.534,0.007,0.29,7.6,12.6,5.1,0.9,3.2,12.1,21.2,1.5,2.5,4.0,0.102,-1.8,-0.1,0.49,0.2,0.492,0.491,0.764,264.0,5.5
1992.0,Bill Cartwright,C,34.0,CHI,64.0,1471.0,10.9,0.497,0.0,0.357,7.5,17.7,7.6,0.8,0.6,12.7,17.3,0.6,1.9,2.5,0.082,-2.4,-0.3,0.467,,0.467,0.467,0.604,131.0,1.2
1992.0,Tom Chambers,PF,32.0,PHO,69.0,1948.0,15.9,0.501,0.05,0.314,5.1,17.0,10.7,1.4,1.1,8.4,26.3,1.9,2.5,4.4,0.109,-1.1,-0.7,0.431,0.367,0.434,0.44,0.83,196.0,4.5
1992.0,Maurice Cheeks,PG,35.0,ATL,56.0,1086.0,12.6,0.483,0.024,0.173,2.8,6.6,22.1,3.7,0.0,11.8,11.6,1.0,1.1,2.1,0.094,-1.4,0.6,0.462,0.5,0.461,0.468,0.605,73.0,
1992.0,Lester Conner,PG,32.0,MIL,81.0,1420.0,13.3,0.496,0.029,0.481,4.9,10.1,27.1,3.4,0.4,21.4,10.9,1.4,1.3,2.7,0.091,-1.2,0.8,0.431,0.0,0.444,0.431,0.704,86.0,
1992.0,Terry Cummings,PF,30.0,SAS,70.0,2149.0,18.5,0.52,0.012,0.236,12.7,19.3,7.7,1.3,1.0,9.0,25.1,3.2,3.2,6.5,0.145,0.8,-0.7,0.488,0.385,0.489,0.491,0.711,210.0,
1992.0,James Donaldson,C,34.0,TOT,58.0,1075.0,11.1,0.504,0.0,0.351,9.5,19.5,4.5,0.4,2.8,14.5,13.3,0.4,0.9,1.4,0.061,-3.7,0.6,0.457,,0.457,0.457,0.709,103.0,
1992.0,Mark Eaton,C,35.0,UTA,81.0,2023.0,9.1,0.478,0.0,0.363,8.8,18.2,2.5,0.9,6.2,17.7,7.2,0.4,3.5,3.8,0.091,-3.1,4.7,0.446,,0.446,0.446,0.598,239.0,1.9
1992.0,James Edwards,C,36.0,LAC,72.0,1437.0,11.7,0.531,0.002,0.504,4.2,11.4,5.5,0.8,1.4,9.9,21.6,1.3,1.5,2.8,0.094,-2.6,-1.4,0.465,0.0,0.466,0.465,0.731,236.0,
1992.0,Craig Ehlo,SG,30.0,CLE,63.0,2016.0,13.8,0.526,0.244,0.18,5.4,11.4,16.6,2.0,0.6,12.3,18.2,2.0,1.9,3.8,0.091,1.3,0.3,0.453,0.413,0.466,0.504,0.707,150.0,6.2
1992.0,Dale Ellis,SF,31.0,MIL,81.0,2191.0,15.9,0.564,0.318,0.205,4.6,8.7,7.7,1.3,0.5,9.5,23.8,4.1,0.7,4.8,0.105,2.3,-3.1,0.469,0.419,0.492,0.536,0.774,151.0,6.4
1992.0,Sleepy Floyd,PG,31.0,HOU,82.0,1662.0,12.1,0.478,0.175,0.241,2.3,7.6,22.1,1.7,0.7,14.1,23.7,-0.3,1.2,0.9,0.025,-2.1,-2.0,0.406,0.301,0.429,0.433,0.794,128.0,
1992.0,Sidney Green,PF,31.0,SAS,80.0,1127.0,10.5,0.479,0.0,0.259,9.0,24.0,4.4,1.3,0.6,13.9,16.6,0.0,1.9,1.9,0.079,-4.4,-0.5,0.427,,0.427,0.427,0.82,148.0,
1992.0,Derek Harper,PG,30.0,DAL,65.0,2252.0,16.7,0.512,0.184,0.258,2.2,5.9,28.0,2.3,0.5,12.0,24.4,2.3,1.2,3.5,0.075,2.2,-1.5,0.443,0.312,0.473,0.472,0.759,150.0,2.7
1992.0,Eddie Johnson,SF,32.0,SEA,81.0,2366.0,16.1,0.528,0.092,0.29,5.6,8.6,10.9,1.2,0.3,9.0,25.6,4.5,1.1,5.6,0.114,1.3,-2.6,0.459,0.252,0.48,0.47,0.861,199.0,4.8
