Year,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,FG%,3P%,2P%,eFG%,FT%,PF,Target
2000.0,Shawn Kemp,C,30.0,CLE,82.0,2492.0,17.2,0.508,0.005,0.547,10.2,22.4,10.0,2.0,2.8,16.8,30.2,0.2,3.8,4.0,0.077,-2.3,0.8,0.417,0.333,0.418,0.418,0.776,371.0,0.9
2000.0,Jerome Kersey,SF,37.0,SAS,72.0,1310.0,10.0,0.431,0.025,0.116,5.3,13.9,8.3,2.7,2.5,12.1,14.9,-0.5,2.6,2.1,0.077,-3.2,3.5,0.412,0.0,0.423,0.412,0.707,161.0,
2000.0,Toni Kukoc,SF,31.0,TOT,56.0,1784.0,16.9,0.491,0.231,0.364,4.7,12.8,27.9,2.3,1.2,14.7,24.9,1.1,2.2,3.4,0.091,1.6,0.6,0.408,0.262,0.452,0.438,0.725,112.0,4.7
2000.0,Christian Laettner,C,30.0,DET,82.0,2443.0,14.8,0.539,0.03,0.365,8.3,17.9,12.4,1.7,1.3,16.7,20.1,2.7,2.4,5.1,0.1,-0.3,0.7,0.473,0.292,0.479,0.478,0.812,326.0,4.3
2000.0,Luc Longley,C,31.0,PHO,72.0,1417.0,8.8,0.512,0.0,0.243,8.0,17.2,8.4,0.8,2.1,23.5,18.0,-0.9,2.2,1.3,0.044,-4.7,1.1,0.466,,0.466,0.466,0.825,221.0,
2000.0,Dan Majerle,SG,34.0,MIA,69.0,2308.0,11.4,0.559,0.72,0.164,1.4,14.6,13.2,2.1,0.5,12.1,10.4,2.8,3.3,6.1,0.126,1.0,1.9,0.403,0.362,0.508,0.533,0.812,156.0,2.6
2000.0,Karl Malone,PF,36.0,UTA,82.0,2947.0,27.1,0.582,0.005,0.501,7.1,24.7,20.9,1.4,1.9,11.4,31.9,10.7,4.5,15.3,0.249,5.2,1.7,0.509,0.25,0.511,0.51,0.797,229.0,13.1
2000.0,Danny Manning,PF,33.0,MIL,72.0,1217.0,10.1,0.46,0.012,0.153,4.8,15.1,8.9,2.6,1.8,13.2,15.2,-0.1,1.1,1.0,0.039,-2.8,0.8,0.44,0.25,0.442,0.441,0.654,183.0,2.6
2000.0,Anthony Mason,SF,33.0,CHH,82.0,3133.0,14.4,0.56,0.002,0.637,5.3,19.4,18.3,1.2,0.6,15.9,14.4,4.9,3.9,8.9,0.136,0.0,1.9,0.48,0.0,0.48,0.48,0.746,220.0,11.6
2000.0,George McCloud,SF,32.0,DEN,78.0,2118.0,13.2,0.548,0.444,0.284,3.7,11.0,18.0,1.1,0.8,15.7,17.5,2.7,1.0,3.8,0.086,1.2,-1.1,0.417,0.378,0.448,0.501,0.818,180.0,2.6
2000.0,Reggie Miller,SG,34.0,IND,81.0,2987.0,17.3,0.603,0.388,0.39,2.0,6.8,10.2,1.5,0.6,9.6,20.5,8.0,2.0,10.1,0.162,4.0,-0.8,0.448,0.408,0.473,0.527,0.919,126.0,10.3
2000.0,Terry Mills,PF,32.0,DET,82.0,1842.0,11.0,0.545,0.496,0.07,3.1,21.3,7.1,1.0,0.9,8.4,13.1,2.1,1.7,3.8,0.099,-0.2,-0.4,0.439,0.393,0.484,0.536,0.735,242.0,
2000.0,Sam Mitchell,SF,36.0,MIN,66.0,1227.0,12.0,0.513,0.061,0.245,2.6,10.5,13.4,1.2,0.8,9.6,16.9,1.4,0.9,2.3,0.092,-1.5,-1.2,0.447,0.435,0.448,0.46,0.88,116.0,
2000.0,Dikembe Mutombo,C,33.0,ATL,82.0,2984.0,19.4,0.621,0.0,0.735,11.2,31.3,5.4,0.5,5.9,18.7,13.8,5.6,4.3,9.9,0.16,-0.4,3.2,0.562,,0.562,0.562,0.708,248.0,8.1
2000.0,Johnny Newman,SF,36.0,NJN,82.0,1763.0,13.6,0.566,0.305,0.368,2.4,7.5,6.2,1.6,0.4,11.0,20.5,2.9,0.6,3.5,0.095,0.3,-2.7,0.446,0.379,0.476,0.504,0.838,207.0,3.4
2000.0,Charles Oakley,PF,36.0,TOR,80.0,2431.0,10.1,0.459,0.073,0.152,5.2,20.2,15.8,2.2,1.3,20.5,13.7,-0.7,2.9,2.2,0.044,-2.9,2.3,0.418,0.341,0.424,0.43,0.776,294.0,3.7
2000.0,Hakeem Olajuwon,C,37.0,HOU,44.0,1049.0,16.7,0.484,0.005,0.266,7.1,21.9,10.2,2.0,4.3,13.4,22.7,0.0,1.6,1.6,0.072,-3.0,2.0,0.458,0.0,0.461,0.458,0.616,88.0,5.0
2000.0,Billy Owens,PF-SF,30.0,TOT,62.0,1305.0,10.0,0.462,0.095,0.296,8.0,17.4,11.6,1.3,1.2,17.4,16.3,-0.3,1.5,1.2,0.045,-2.9,0.9,0.419,0.324,0.429,0.434,0.594,166.0,
2000.0,Gary Payton,PG,31.0,SEA,82.0,3425.0,23.6,0.535,0.312,0.254,3.2,13.9,37.7,2.3,0.4,10.8,26.8,10.5,3.5,13.9,0.195,6.7,0.1,0.448,0.34,0.497,0.502,0.735,178.0,10.8
2000.0,Anthony Peeler,SG,30.0,MIN,82.0,2073.0,13.2,0.52,0.352,0.15,3.2,9.9,14.3,1.6,0.3,9.9,18.7,2.4,1.6,4.1,0.094,1.0,-1.4,0.436,0.333,0.491,0.494,0.798,171.0,3.2
2000.0,Will Perdue,C,34.0,CHI,67.0,1012.0,6.6,0.392,0.0,0.625,10.0,20.5,10.9,0.7,3.1,26.7,13.2,-1.6,1.1,-0.5,-0.023,-6.7,1.6,0.351,,0.351,0.351,0.476,126.0,
2000.0,Sam Perkins,PF,38.0,IND,81.0,1620.0,12.1,0.555,0.494,0.22,4.6,15.0,6.4,1.0,1.3,11.5,15.3,1.9,1.6,3.5,0.103,0.4,0.0,0.417,0.408,0.426,0.518,0.825,136.0,
2000.0,Scottie Pippen,SF,34.0,POR,82.0,2749.0,16.4,0.533,0.306,0.259,5.1,16.2,23.7,2.3,1.1,17.8,19.6,3.4,4.4,7.8,0.137,2.0,2.2,0.451,0.327,0.506,0.501,0.717,208.0,5.1
2000.0,Olden Polynice,C,35.0,UTA,82.0,1819.0,10.4,0.497,0.005,0.226,11.4,18.8,3.2,0.9,3.5,13.8,12.9,0.7,2.5,3.2,0.084,-2.3,1.6,0.51,0.5,0.51,0.511,0.311,260.0,2.0
2000.0,Terry Porter,PG,36.0,SAS,68.0,1613.0,16.6,0.596,0.447,0.367,1.8,11.3,22.3,1.6,0.4,15.7,18.3,3.4,2.3,5.6,0.168,2.7,0.0,0.447,0.435,0.457,0.544,0.806,79.0,5.4
2000.0,Glen Rice,SF,32.0,LAL,80.0,2530.0,16.2,0.551,0.234,0.404,2.4,11.3,11.1,1.0,0.3,9.0,22.0,5.7,3.2,9.0,0.17,1.4,-1.0,0.43,0.367,0.449,0.472,0.874,179.0,5.7
2000.0,Mitch Richmond,SG,34.0,WAS,74.0,2397.0,16.5,0.536,0.23,0.324,1.8,8.6,13.5,2.4,0.4,11.4,25.0,3.8,1.4,5.2,0.104,1.9,-1.4,0.426,0.386,0.438,0.47,0.876,191.0,1.6
2000.0,Clifford Robinson,SF,33.0,PHO,80.0,2839.0,17.3,0.564,0.284,0.334,4.2,9.8,13.3,1.6,1.5,11.2,22.9,5.7,3.9,9.6,0.162,2.4,0.2,0.464,0.37,0.501,0.517,0.782,239.0,5.4
2000.0,David Robinson,C,34.0,SAS,80.0,2557.0,24.6,0.568,0.002,0.496,9.0,24.5,10.3,2.0,4.9,11.6,25.6,6.2,6.4,12.7,0.238,1.6,3.9,0.512,0.0,0.513,0.512,0.726,247.0,12.1
2000.0,Sean Rooks,C,30.0,DAL,71.0,1001.0,11.8,0.48,0.0,0.314,8.9,17.7,9.9,1.5,3.5,17.8,17.3,0.0,1.0,1.1,0.051,-3.2,1.3,0.431,,0.431,0.431,0.73,169.0,2.3
2000.0,Arvydas Sabonis,C,35.0,POR,66.0,1688.0,20.3,0.568,0.032,0.331,7.1,27.6,12.0,1.4,3.4,12.4,21.4,3.6,3.5,7.1,0.203,0.2,2.6,0.505,0.368,0.509,0.511,0.843,184.0,3.7
2000.0,Detlef Schrempf,SF,37.0,POR,77.0,1662.0,14.5,0.544,0.12,0.497,5.9,17.0,18.2,1.2,0.8,15.9,17.4,2.9,2.2,5.2,0.149,0.1,0.9,0.432,0.404,0.436,0.456,0.833,182.0,
2000.0,Dennis Scott,SF,31.0,VAN,66.0,1263.0,9.4,0.515,0.568,0.171,1.5,8.6,8.7,1.2,0.5,7.7,14.0,1.4,0.1,1.5,0.057,-0.3,-2.6,0.375,0.376,0.375,0.482,0.842,104.0,
2000.0,Brian Shaw,SG,33.0,LAL,74.0,1249.0,10.9,0.441,0.18,0.168,3.9,14.5,23.2,1.4,0.8,17.8,14.8,0.2,2.0,2.1,0.082,-2.5,0.9,0.382,0.31,0.398,0.41,0.759,105.0,2.5
2000.0,Steve Smith,SG,30.0,POR,82.0,2689.0,17.3,0.584,0.268,0.378,5.7,7.9,12.8,1.4,0.9,10.0,20.0,7.7,2.7,10.4,0.186,3.6,-0.4,0.467,0.398,0.492,0.52,0.85,214.0,8.2
2000.0,Rik Smits,C,33.0,IND,79.0,1852.0,17.3,0.518,0.001,0.237,5.9,17.9,8.5,0.6,3.6,9.9,26.8,1.6,2.2,3.8,0.099,-1.9,-0.1,0.484,0.0,0.485,0.484,0.739,249.0,
2000.0,John Starks,SG,34.0,TOT,37.0,1190.0,12.4,0.453,0.315,0.109,0.8,8.6,26.2,1.8,0.2,10.6,22.6,0.4,0.3,0.6,0.026,0.1,-3.0,0.375,0.345,0.388,0.429,0.847,102.0,2.1
2000.0,John Stockton,PG,37.0,UTA,82.0,2432.0,22.4,0.591,0.167,0.354,2.3,8.3,48.1,3.1,0.5,17.6,19.3,8.2,3.1,11.2,0.222,4.7,-1.0,0.501,0.355,0.53,0.53,0.86,192.0,10.8
2000.0,Rod Strickland,PG,33.0,WAS,69.0,2188.0,17.1,0.485,0.028,0.4,3.8,9.9,38.9,2.2,0.6,17.3,22.0,2.4,1.3,3.7,0.081,1.2,-0.7,0.429,0.048,0.44,0.43,0.702,147.0,2.2
2000.0,Scott Williams,C,31.0,MIL,68.0,1488.0,15.6,0.539,0.0,0.303,14.0,21.2,2.9,1.4,3.3,11.9,16.4,2.5,1.4,3.9,0.124,-0.7,-0.6,0.5,,0.5,0.5,0.729,230.0,3.4
2000.0,Kevin Willis,PF,37.0,TOR,79.0,1679.0,12.3,0.471,0.005,0.288,13.0,19.4,4.8,1.1,2.0,13.3,19.5,0.7,1.6,2.3,0.066,-3.1,-1.2,0.415,0.333,0.415,0.416,0.799,256.0,3.1
2001.0,John Amaechi,C,30.0,ORL,82.0,1710.0,8.7,0.455,0.012,0.471,4.9,12.7,7.0,0.8,1.2,14.8,21.7,-1.3,1.4,0.0,0.001,-5.1,-1.8,0.4,0.0,0.405,0.4,0.631,175.0,
2001.0,Darrell Armstrong,PG,32.0,ORL,75.0,2767.0,18.6,0.535,0.402,0.249,3.7,10.2,31.3,2.5,0.3,15.2,21.0,5.8,2.9,8.7,0.151,4.0,-0.5,0.412,0.355,0.451,0.484,0.884,155.0,7.6
2001.0,Stacey Augmon,SG,32.0,POR,66.0,1182.0,12.3,0.511,0.015,0.327,6.3,9.7,12.7,2.2,1.3,13.6,13.9,1.3,1.2,2.5,0.102,-1.0,0.9,0.477,0.0,0.485,0.477,0.655,105.0,2.3
2001.0,Dana Barros,PG,33.0,DET,60.0,1079.0,14.3,0.534,0.255,0.194,0.6,8.9,18.0,1.4,0.1,11.8,20.4,1.4,0.8,2.3,0.101,0.0,-2.1,0.444,0.419,0.453,0.498,0.85,63.0,
2001.0,Jon Barry,SG,31.0,SAC,62.0,1010.0,12.4,0.55,0.518,0.286,1.8,8.1,19.0,1.4,0.4,15.6,14.9,1.5,0.9,2.4,0.114,0.0,-1.4,0.404,0.348,0.463,0.494,0.877,66.0,7.5
2001.0,Mookie Blaylock,PG,33.0,GSW,69.0,2352.0,15.8,0.455,0.281,0.095,3.0,9.9,32.3,3.5,0.6,13.3,17.3,1.9,1.6,3.5,0.071,1.1,-0.3,0.396,0.324,0.424,0.441,0.697,134.0,
2001.0,Corie Blount,PF,32.0,TOT,68.0,1305.0,11.8,0.473,0.027,0.282,13.9,19.4,7.1,1.6,1.2,18.1,13.2,0.5,1.2,1.8,0.065,-2.3,0.7,0.442,0.25,0.448,0.446,0.614,165.0,3.1
2001.0,Terrell Brandon,PG,30.0,MIN,78.0,2821.0,20.0,0.507,0.08,0.198,2.4,9.7,33.7,3.0,0.5,11.2,22.2,5.8,2.7,8.5,0.145,2.8,-0.3,0.451,0.363,0.458,0.465,0.871,138.0,
2001.0,P.J. Brown,C,31.0,CHH,80.0,2811.0,13.3,0.518,0.007,0.373,10.5,19.6,7.3,1.5,2.4,14.2,12.5,3.4,4.7,8.0,0.137,-1.3,2.8,0.444,0.0,0.447,0.444,0.852,260.0,8.2
2001.0,Randy Brown,PG,32.0,BOS,54.0,1238.0,8.2,0.438,0.013,0.169,2.1,7.5,20.1,2.6,0.6,18.0,11.4,-0.1,1.0,0.9,0.034,-3.8,-0.1,0.422,0.0,0.427,0.422,0.575,132.0,
2001.0,Matt Bullard,PF,33.0,HOU,61.0,1000.0,13.0,0.569,0.698,0.046,2.6,12.2,6.9,0.5,0.6,3.7,14.9,2.2,0.4,2.6,0.125,2.2,-2.6,0.423,0.404,0.467,0.564,0.714,76.0,
2001.0,Elden Campbell,PF,32.0,CHH,78.0,2337.0,16.4,0.505,0.007,0.487,7.7,21.9,8.1,1.4,4.4,12.4,22.8,1.9,4.5,6.4,0.131,-2.6,1.9,0.44,0.0,0.443,0.44,0.709,280.0,7.6
2001.0,Sam Cassell,PG,31.0,MIL,76.0,2709.0,20.1,0.542,0.087,0.285,1.9,10.1,36.4,1.7,0.2,14.7,24.9,7.0,1.4,8.5,0.15,2.9,-1.9,0.474,0.306,0.49,0.488,0.858,214.0,8.6
2001.0,Chris Childs,PG,33.0,TOT,77.0,1859.0,9.0,0.494,0.316,0.212,1.5,11.2,29.8,1.7,0.6,29.9,13.3,-0.2,2.3,2.2,0.057,-2.5,0.3,0.403,0.302,0.45,0.451,0.845,242.0,1.1
2001.0,Doug Christie,SG,30.0,SAC,81.0,2939.0,14.8,0.538,0.317,0.396,3.6,9.3,14.6,3.2,1.0,14.3,16.2,4.3,4.4,8.7,0.141,1.4,2.3,0.395,0.376,0.403,0.454,0.897,224.0,8.6
2001.0,Michael Curry,SG,32.0,DET,68.0,1485.0,7.5,0.507,0.028,0.229,1.5,7.4,13.9,0.9,0.1,14.8,12.0,0.8,0.9,1.7,0.055,-2.9,-0.7,0.455,0.444,0.455,0.461,0.849,173.0,2.3
2001.0,Antonio Davis,C,32.0,TOR,78.0,2729.0,16.5,0.508,0.001,0.488,11.0,21.7,6.2,0.4,3.9,11.4,19.5,4.2,3.1,7.2,0.127,-0.9,0.8,0.433,0.0,0.434,0.433,0.754,230.0,6.5
2001.0,Dale Davis,C,31.0,POR,81.0,2162.0,15.1,0.524,0.008,0.312,13.3,19.9,7.4,1.1,2.6,10.8,13.4,3.8,2.8,6.6,0.147,0.2,1.5,0.497,0.0,0.501,0.497,0.632,199.0,8.5
2001.0,Emanual Davis,SG,32.0,SEA,62.0,1290.0,11.8,0.527,0.399,0.173,2.5,11.2,16.1,2.6,0.7,18.4,14.7,0.9,0.9,1.8,0.067,-0.3,0.0,0.418,0.394,0.435,0.497,0.818,101.0,
2001.0,Hubert Davis,PG,30.0,TOT,66.0,1692.0,10.0,0.569,0.395,0.143,1.9,7.3,10.3,1.1,0.0,15.0,14.5,1.6,0.6,2.2,0.062,0.1,-1.7,0.453,0.456,0.45,0.543,0.871,121.0,1.7
2001.0,Vlade Divac,C,32.0,SAC,81.0,2420.0,17.7,0.536,0.019,0.464,9.5,20.2,15.2,1.8,2.6,17.4,20.1,3.1,4.3,7.4,0.147,-0.1,2.9,0.482,0.286,0.486,0.485,0.691,242.0,7.3
2001.0,Sherman Douglas,PG,34.0,NJN,59.0,1094.0,9.9,0.478,0.132,0.38,2.1,5.7,22.2,1.7,0.3,18.3,17.9,-0.1,0.3,0.2,0.007,-2.9,-2.7,0.403,0.2,0.433,0.416,0.748,93.0,
2001.0,Mario Elie,SG,37.0,PHO,68.0,1506.0,9.3,0.541,0.407,0.28,2.8,9.0,12.9,2.0,0.6,17.8,10.0,1.1,2.0,3.1,0.097,-1.6,1.5,0.423,0.36,0.466,0.496,0.797,112.0,
2001.0,Sean Elliott,SF,32.0,SAS,52.0,1229.0,12.4,0.544,0.381,0.248,1.6,13.4,10.8,1.0,1.4,11.9,16.3,1.3,1.7,3.0,0.118,0.0,0.8,0.434,0.426,0.438,0.515,0.714,80.0,
2001.0,LaPhonso Ellis,PF,30.0,MIN,82.0,1948.0,16.0,0.524,0.034,0.333,11.6,17.5,7.5,1.8,2.7,12.8,19.6,2.9,2.3,5.2,0.127,-0.3,0.5,0.464,0.318,0.469,0.47,0.79,290.0,2.2
2001.0,Patrick Ewing,C,38.0,SEA,79.0,2107.0,12.9,0.478,0.003,0.367,6.8,25.0,7.0,1.3,3.1,16.0,20.3,-0.5,2.5,2.0,0.046,-4.1,0.6,0.43,0.0,0.431,0.43,0.685,229.0,
2001.0,Danny Ferry,SF,34.0,SAS,80.0,1688.0,10.1,0.577,0.416,0.08,3.9,10.7,6.8,0.9,0.9,11.4,12.2,2.1,2.0,4.1,0.117,0.4,0.7,0.475,0.449,0.493,0.568,0.733,169.0,
2001.0,Rick Fox,SF,31.0,LAL,82.0,2291.0,13.8,0.562,0.464,0.189,4.0,11.9,17.4,1.6,0.9,16.3,16.3,3.7,1.4,5.1,0.107,1.9,-0.7,0.444,0.393,0.488,0.536,0.779,225.0,4.3
2001.0,Chris Gatling,PF,33.0,CLE,74.0,1670.0,15.6,0.505,0.126,0.311,6.9,20.2,6.9,1.6,1.2,12.5,25.8,0.8,1.6,2.4,0.068,-1.4,-1.9,0.449,0.304,0.47,0.468,0.684,185.0,
2001.0,Horace Grant,PF,35.0,LAL,77.0,2390.0,14.3,0.511,0.005,0.297,10.5,15.2,7.5,1.1,1.8,6.9,12.9,4.8,1.7,6.5,0.13,0.5,0.5,0.462,0.0,0.465,0.462,0.775,181.0,5.6
2001.0,A.C. Green,PF,37.0,MIA,82.0,1411.0,11.2,0.492,0.019,0.343,9.0,17.3,4.8,1.2,0.4,10.8,14.4,1.1,2.1,3.2,0.11,-3.2,0.2,0.444,0.0,0.453,0.444,0.712,119.0,
2001.0,Tom Gugliotta,PF,31.0,PHO,57.0,1159.0,11.1,0.437,0.032,0.203,7.3,17.8,7.7,2.1,1.3,11.0,17.9,-0.3,2.0,1.8,0.073,-3.8,1.5,0.392,0.25,0.397,0.396,0.792,110.0,0.9
2001.0,Tim Hardaway,PG,34.0,MIA,77.0,2613.0,16.7,0.513,0.496,0.174,1.2,8.1,35.5,1.9,0.2,14.4,24.3,3.1,3.3,6.4,0.118,3.2,-1.5,0.392,0.366,0.417,0.482,0.801,155.0,1.8
2001.0,Ron Harper,PG,37.0,LAL,47.0,1139.0,12.5,0.525,0.266,0.177,4.6,11.8,14.8,1.8,1.5,17.5,13.9,1.0,0.8,1.8,0.077,-0.4,0.2,0.469,0.264,0.543,0.504,0.708,70.0,
2001.0,Lucious Harris,SG,30.0,NJN,73.0,2071.0,12.9,0.498,0.212,0.223,3.8,12.4,11.3,1.9,0.6,8.5,16.4,2.0,1.2,3.1,0.073,-0.5,-0.5,0.425,0.348,0.445,0.462,0.77,127.0,5.1
2001.0,Tyrone Hill,PF,32.0,PHI,76.0,2363.0,12.4,0.515,0.002,0.465,11.7,21.0,3.3,0.8,0.8,15.2,16.0,2.0,3.5,5.5,0.111,-1.8,0.1,0.474,0.0,0.474,0.474,0.63,242.0,
2001.0,Robert Horry,PF,30.0,LAL,79.0,1587.0,11.0,0.489,0.411,0.218,6.7,14.3,11.7,1.8,2.4,15.9,14.0,1.1,1.5,2.6,0.078,-0.5,0.8,0.387,0.346,0.415,0.458,0.711,210.0,6.9
2001.0,Lindsey Hunter,PG,30.0,MIL,82.0,2002.0,14.8,0.5,0.52,0.123,1.8,7.7,17.4,2.7,0.4,7.6,20.2,3.1,1.4,4.6,0.109,2.3,-1.8,0.381,0.373,0.388,0.478,0.802,172.0,2.0
2001.0,Jim Jackson,SF,30.0,TOT,56.0,1690.0,10.7,0.455,0.127,0.267,3.6,11.6,16.4,1.6,0.4,15.5,22.3,-0.8,1.0,0.1,0.003,-2.1,-0.9,0.378,0.325,0.386,0.399,0.822,139.0,2.8
2001.0,Mark Jackson,PG,35.0,TOT,83.0,2588.0,14.9,0.506,0.355,0.16,2.8,10.9,39.3,1.7,0.2,21.9,14.2,3.6,2.3,5.9,0.11,0.8,-1.2,0.419,0.338,0.463,0.479,0.785,139.0,6.0
2001.0,Avery Johnson,PG,35.0,SAS,55.0,1290.0,11.5,0.475,0.02,0.2,1.9,5.3,29.5,1.4,0.2,15.5,14.1,1.3,1.3,2.6,0.098,-1.4,-1.3,0.447,0.167,0.452,0.448,0.683,90.0,3.0
2001.0,Ervin Johnson,C,33.0,MIL,82.0,1981.0,11.2,0.557,0.0,0.47,11.8,23.2,2.8,1.2,3.6,16.4,6.5,2.6,2.5,5.1,0.123,-1.5,2.1,0.545,,0.545,0.545,0.538,257.0,2.3
2001.0,Larry Johnson,PF,31.0,NYK,65.0,2105.0,11.2,0.493,0.273,0.214,5.3,15.2,10.5,1.0,1.1,12.9,17.4,1.0,3.1,4.1,0.093,-0.7,1.5,0.411,0.313,0.448,0.454,0.797,209.0,
2001.0,Shawn Kemp,PF,31.0,POR,68.0,1083.0,11.4,0.469,0.027,0.317,7.2,20.9,9.9,2.2,1.6,17.4,24.5,-0.8,1.7,0.9,0.041,-4.5,0.1,0.407,0.364,0.408,0.412,0.771,184.0,1.9
2001.0,Toni Kukoc,SF,32.0,TOT,65.0,1597.0,17.8,0.553,0.27,0.275,4.7,13.5,22.7,1.6,0.5,14.5,21.5,2.9,1.7,4.7,0.14,2.6,-0.2,0.473,0.446,0.482,0.533,0.631,98.0,2.0
2001.0,Christian Laettner,C-PF,31.0,TOT,78.0,1663.0,17.0,0.568,0.024,0.37,8.1,16.9,12.7,2.2,2.0,17.6,21.1,2.5,1.8,4.3,0.124,0.2,1.0,0.503,0.308,0.507,0.506,0.833,242.0,2.6
2001.0,Grant Long,PF,34.0,VAN,66.0,1507.0,11.4,0.51,0.047,0.492,5.8,14.9,8.7,2.5,0.7,13.8,13.6,1.0,1.4,2.4,0.078,-2.1,1.4,0.439,0.267,0.447,0.445,0.713,160.0,0.2
2001.0,George Lynch,SF,30.0,PHI,82.0,2649.0,12.4,0.496,0.093,0.278,8.7,16.3,8.4,2.0,0.8,13.6,13.7,2.3,4.2,6.5,0.118,-0.3,2.6,0.445,0.263,0.463,0.457,0.719,222.0,
2001.0,Dan Majerle,SG,35.0,MIA,53.0,1306.0,9.4,0.48,0.699,0.17,1.8,13.3,11.0,2.2,0.9,11.2,11.6,0.5,2.1,2.6,0.097,-1.3,2.0,0.336,0.315,0.385,0.446,0.818,98.0,2.1
2001.0,Karl Malone,PF,37.0,UTA,81.0,2895.0,24.7,0.572,0.004,0.503,5.0,23.3,24.1,1.7,1.7,12.9,30.0,9.1,4.0,13.1,0.217,4.2,1.7,0.498,0.4,0.499,0.499,0.793,216.0,9.8
2001.0,Danny Manning,PF,34.0,UTA,82.0,1305.0,14.3,0.537,0.056,0.28,6.4,13.8,12.6,1.9,1.8,14.6,23.2,1.2,1.4,2.6,0.097,-0.4,-0.1,0.494,0.25,0.508,0.501,0.729,219.0,
2001.0,Anthony Mason,PF,34.0,MIA,80.0,3254.0,17.4,0.555,0.0,0.497,6.2,21.9,14.2,1.4,0.6,13.3,20.0,6.0,5.6,11.6,0.171,0.3,2.3,0.482,,0.482,0.482,0.781,231.0,6.4
2001.0,George McCloud,SF,33.0,DEN,76.0,2007.0,12.9,0.496,0.357,0.276,2.9,9.3,22.1,1.4,0.9,13.7,18.9,2.0,0.6,2.6,0.062,0.3,-1.5,0.382,0.329,0.411,0.44,0.84,165.0,0.1
2001.0,Reggie Miller,SG,35.0,IND,81.0,3181.0,17.3,0.574,0.395,0.296,1.4,8.5,15.0,1.4,0.3,9.1,21.5,8.1,2.2,10.3,0.155,3.9,-1.5,0.44,0.366,0.487,0.512,0.928,162.0,9.5
2001.0,Dikembe Mutombo,C,34.0,TOT,75.0,2591.0,17.5,0.547,0.0,0.523,13.3,30.5,4.7,0.6,5.6,17.4,14.3,3.4,4.7,8.1,0.151,-1.7,3.2,0.484,,0.484,0.484,0.725,204.0,9.6
2001.0,Johnny Newman,SG,37.0,NJN,82.0,2049.0,13.0,0.542,0.253,0.427,1.9,8.2,10.0,1.6,0.4,11.4,20.6,2.7,0.7,3.4,0.081,-0.1,-2.5,0.419,0.335,0.447,0.461,0.855,229.0,
2001.0,Charles Oakley,PF,37.0,TOR,78.0,2767.0,11.6,0.439,0.062,0.193,5.6,25.0,14.6,1.4,1.2,14.0,16.0,0.2,3.5,3.7,0.065,-2.1,2.2,0.388,0.224,0.399,0.395,0.836,258.0,-0.5
2001.0,Hakeem Olajuwon,C,38.0,HOU,58.0,1545.0,20.7,0.526,0.002,0.349,9.5,22.4,8.3,2.4,4.0,11.0,21.9,2.4,2.6,5.0,0.155,-0.2,2.2,0.498,0.0,0.499,0.498,0.621,141.0,2.1
2001.0,Robert Pack,PG,31.0,DEN,74.0,1260.0,14.8,0.493,0.073,0.322,2.6,9.3,38.2,2.7,0.1,21.7,22.0,0.4,0.7,1.1,0.043,-1.3,-2.0,0.425,0.387,0.428,0.439,0.766,114.0,
2001.0,Gary Payton,PG,32.0,SEA,79.0,3244.0,22.1,0.522,0.171,0.223,2.6,10.1,36.6,2.1,0.6,10.7,27.2,9.1,1.7,10.8,0.16,5.4,-1.1,0.456,0.375,0.472,0.488,0.766,184.0,12.6
2001.0,Anthony Peeler,SG,31.0,MIN,75.0,2126.0,12.6,0.513,0.35,0.119,2.3,8.0,13.9,2.2,0.6,12.0,18.6,1.6,1.5,3.2,0.071,0.5,-1.0,0.421,0.391,0.437,0.489,0.862,166.0,3.8
2001.0,Eric Piatkowski,SG,30.0,LAC,81.0,2144.0,14.6,0.572,0.442,0.269,3.0,9.7,7.6,1.1,0.6,9.2,17.8,4.5,1.0,5.5,0.123,2.2,-1.6,0.433,0.404,0.456,0.522,0.873,123.0,4.5
2001.0,Scottie Pippen,SF,35.0,POR,64.0,2133.0,15.3,0.541,0.312,0.27,4.1,14.2,21.8,2.4,1.2,18.8,17.9,2.4,2.7,5.1,0.115,1.3,1.5,0.451,0.344,0.5,0.505,0.739,158.0,3.7
2001.0,Olden Polynice,C,36.0,UTA,81.0,1619.0,9.9,0.484,0.002,0.157,12.3,16.6,3.1,0.9,3.9,15.0,14.8,0.2,1.8,2.0,0.058,-2.4,0.8,0.496,0.0,0.498,0.496,0.262,241.0,
2001.0,Terry Porter,PG,37.0,SAS,80.0,1678.0,15.5,0.583,0.466,0.264,1.7,11.4,24.5,1.7,0.5,17.5,16.7,3.0,2.3,5.4,0.154,2.0,0.2,0.448,0.424,0.468,0.547,0.793,88.0,3.5
2001.0,Glen Rice,SF,33.0,NYK,75.0,2212.0,13.7,0.54,0.281,0.242,3.4,13.0,7.4,1.0,0.5,10.3,20.5,2.7,2.9,5.7,0.123,0.3,-0.3,0.44,0.389,0.46,0.495,0.852,179.0,
